city,year,Date_Quarter,bedrooms_count,average_rate_per_night,latitude,longitude,counties,zipcodes
Cedar Creek,2015,Fourth,1,$70,30.121427013323103,-97.4680104735642,Bastrop County,78612
Fredericksburg,2017,First,11,$4803,30.270759101290302,-98.86731635135469,Gillespie County,78624
Comfort,2015,Third,2,$150,29.9704482814783,-98.8974074042505,Kendall County,78013
Cedar Park,2015,Second,1,$30,30.478954588956398,-97.8216591621435,Williamson County,78713
Katy,2016,Second,1,$119,29.7420107728728,-95.79788485661,Fort Bend County,77494
El Lago,2013,First,4,$140,29.5727280710359,-95.04439756307801,Harris County,77586
Cibolo,2017,First,1,$100,29.597923221985898,-98.2572363943865,Guadalupe County,78108
Willis,2017,First,3,$275,30.431435240988804,-95.55752397812991,Montgomery County,77318
Conroe,2016,Second,1,$55,30.218860758576398,-95.42740345736391,Montgomery County,77385
Canton,2017,First,1,$119,32.591479145569004,-95.8531259992671,Van Zandt County,75103
Kerrville,2015,Third,2,$94,30.0123011239463,-99.182764133723,Kerr County,78028
New Ulm,2015,Second,1,$50,29.900547389681396,-96.52812637493861,Colorado County,78950
Bryan,2014,Third,1,$25,30.6486571086929,-96.36553054167801,Brazos County,77801
Pasadena,2016,Third,3,$40,29.6603813448825,-95.1197919413428,Harris County,77505
Austin,2015,First,1,$39,30.1506453003086,-97.7417960846751,Travis County,78747
DeSoto,2017,First,3,$241,32.5757484380257,-96.8875726056897,Dallas County,75115
Fort Worth,2017,Second,4,$295,32.7428166042207,-97.2529408468297,Tarrant County,76112
Fort Worth,2015,Third,4,$250,32.9680488073981,-97.26387116481729,Tarrant County,76262
Wimberley,2014,First,1,$258,30.055024495064803,-98.20847522485019,Hays County,78676
Bryan,2016,Third,2,$300,30.627718057856697,-96.37847524779949,Brazos County,77807
Nacogdoches,2017,Second,1,$74,31.6102587042352,-94.5398280769222,Nacogdoches County,75961
Crowley,2016,Fourth,1,$24,32.572511186757495,-97.3768517579133,Tarrant County,76036
Fredericksburg,2015,Second,1,$89,30.2644591573393,-98.878673486471,Gillespie County,78624
Spring,2017,Second,1,$30,30.097176743563104,-95.49771495386909,Harris County,77389
Fort Worth,2016,Fourth,1,$68,32.6438273546219,-97.3226905474651,Tarrant County,76134
Katy,2016,First,3,$600,29.8103579433148,-95.7279821318169,Harris County,77449
Leander,2014,Second,2,$100,30.591624412445,-97.9865345132403,Travis County,78641
Carmine,2014,Second,2,$275,30.171735574112102,-96.694087115103,Washington County,78932
McKinney,2014,Third,1,$40,33.1567375338931,-96.7252520394261,Collin County,75070
Frisco,2016,Fourth,5,$300,33.132585642239,-96.836699664631,Collin County,75034
San Antonio,2016,Third,1,$39,29.4347783881682,-98.75325664068441,Bexar County,78253
San Antonio,2016,Second,1,$30,29.5871850072994,-98.4098924932996,Bexar County,78247
Irving,2017,Second,1,$33,32.795725321418196,-96.985653388004,Dallas County,75060
Lakehills,2015,Third,3,$95,29.5747998953533,-98.9464056377602,Bandera County,78063
Richmond,2017,First,1,$30,29.694980258734198,-95.6908540906316,Fort Bend County,77407
Katy,2016,First,1,$40,29.771095833173103,-95.7603876213048,Harris County,77450
Highlands,2014,Fourth,2,$217,29.829236468063804,-95.05496087505729,Harris County,77562
Houston,2016,Fourth,1,$900,29.7307924658895,-95.31016137645571,Harris County,77023
Fort Worth,2013,Third,1,$100,32.8966047885894,-97.2948878823372,Tarrant County,76248
Plano,2016,Third,2,$63,33.0758540579966,-96.71309533643641,Collin County,
Somerville,2015,Third,1,$75,30.387991914353105,-96.46002277602,Burleson County,77879
Dallas,2016,Second,1,$25,32.784953194101604,-96.87640381478809,Dallas County,75212
Austin,2014,Fourth,1,$50,30.1944457772015,-97.8281701011758,Travis County,78745
New Ulm,2017,First,1,$265,29.959827561695498,-96.4485879445315,Austin County,78950
Fort Worth,2017,Second,4,$400,32.5854277117658,-97.4919609958205,Tarrant County,76126
College Station,2016,First,2,$199,30.6125328309898,-96.32532169491958,Brazos County,77840
Denton,2016,Second,3,$125,33.1434200986208,-97.1178219846919,Denton County,76210
Corpus Christi,2015,Second,2,$160,27.6074943334931,-97.21000030317329,Nueces County,
San Antonio,2016,Second,1,$38,29.482173335405303,-98.4090032907447,Bexar County,78218
San Antonio,2015,First,2,$45,29.578137105205002,-98.4306561949239,Bexar County,78247
Katy,2016,Second,3,$189,29.823470319920602,-95.7268369118629,Harris County,77449
River Oaks,2014,Third,3,$300,32.7891136195265,-97.4037947706946,Tarrant County,76114
San Antonio,2017,Second,1,$45,29.396568723596896,-98.6914076879133,Bexar County,78245
Seguin,2015,Third,1,$95,29.5531421682762,-98.0107993744659,Guadalupe County,78155
Cedar Creek,2014,Fourth,1,$125,30.1193973124161,-97.4376340571172,Bastrop County,78612
Cedar Hill,2016,First,3,$210,32.558591144983,-96.9070541083368,Dallas County,75104
Cat Spring,2013,Second,5,$600,29.823582148987004,-96.3064529243917,Austin County,78933
Austin,2013,Fourth,1,$55,30.3016542614866,-97.6710202092428,Travis County,78723
New Braunfels,2015,Fourth,2,$199,29.706283768828502,-98.13400885739651,Comal County,78130
Arlington,2016,Second,1,$65,32.6949324072419,-97.0655116930428,Tarrant County,76014
Conroe,2014,First,2,$89,30.2836260647652,-95.4621072935455,Montgomery County,77301
Cat Spring,2014,Second,2,$329,29.8405597122965,-96.35676598134519,Austin County,77418
San Antonio,2016,Second,3,$100,29.487301590643,-98.7331935261372,Bexar County,78253
Carrollton,2016,First,1,$35,33.0118223748094,-96.87086321764721,Denton County,75007
Tomball,2014,First,3,$250,30.010704807842604,-95.6031824106321,Harris County,77377
The Woodlands,2013,Third,1,$75,30.1972975482616,-95.484490995418,Montgomery County,77382
Fort Worth,2016,First,1,$117,32.7063882658114,-97.3725297717993,Tarrant County,76109
Montgomery,2015,Second,1,$65,30.3860742500584,-95.59925142233259,Montgomery County,77356
Breckenridge,2015,Third,2,$216,32.675572328155305,-99.03171702470578,Stephens County,
Burton,2016,First,2,$325,30.110588388763198,-96.5845865639686,Washington County,
Dallas,2016,Third,Studio,$80,32.7332080380646,-96.82260842383002,Dallas County,75224
San Antonio,2015,Third,4,$140,29.4733135356777,-98.34400187600141,Bexar County,78244
Ennis,2016,Third,4,$325,32.4617081076356,-96.5955868691958,Ellis County,
Bryan,2016,Second,1,$80,30.6244234143816,-96.39603894398908,Brazos County,77807
Abilene,2017,First,2,$95,32.4319758853177,-99.7138551706509,Taylor County,79602
Katy,2016,Fourth,1,$490,29.705456369447,-95.76293218154791,Fort Bend County,77494
Fort Worth,2017,Second,4,$400,32.5854277117658,-97.4919609958205,Tarrant County,76126
San Antonio,2016,First,Studio,$100,29.5018598642636,-98.4424908381744,Bexar County,78209
Port Aransas,2016,Fourth,3,$352,27.813636574774605,-97.0757779214601,Nueces County,78373
San Antonio,2014,Fourth,1,$25,29.5511061802904,-98.38910158953871,Bexar County,78233
Montgomery County,2016,Fourth,3,$300,30.062811118206202,-95.23718879034142,Montgomery County,77339-1510
Carrollton,2016,Second,1,$200,33.01757657963061,-96.9225974994347,Denton County,75007
Celina,2015,Third,1,$144,33.324215005618,-96.7899022913504,Collin County,75009
Hondo,2017,First,1,$116,29.478457790636302,-99.0429409788895,Medina County,78861
Austin,2016,Third,1,$45,30.334607816563302,-97.7315801376607,Travis County,78757
Cleveland,2016,Second,1,$105,30.4593182127803,-94.86173186745572,Liberty County,77368
Humble,2015,Second,1,$25,29.992924975918797,-95.1666788299016,Harris County,77346
Corpus Christi,2014,Second,1,$200,27.826258020866398,-97.38469970266858,Nueces County,78402
Cedar Park,2015,First,1,$44,30.4794990576341,-97.8155826923287,Williamson County,78613
Pasadena,2014,Second,1,$60,29.6822384552508,-95.2017694848468,Harris County,77502
College Station,2017,Second,3,$375,30.5994088722198,-96.29143941097429,Brazos County,77845
Marble Falls,2014,First,2,$496,30.550724864787398,-98.2852549940213,Burnet County,78657
Plano,2013,Fourth,1,$85,33.0803082836768,-96.792635880706,Collin County,75024
San Antonio,2014,Third,1,$28,29.4108692645217,-98.7020110178285,Bexar County,78245
Austin,2016,Second,2,$124,30.3186575279343,-97.73113542777321,Travis County,78756
Austin,2015,Second,1,$109,30.3553827078679,-97.79656303155791,Travis County,78730
Cedar Park,2016,Fourth,3,$127,30.493082497156802,-97.84398261210029,Williamson County,78613
San Antonio,2017,Second,Studio,$74,29.491538994362603,-98.4439446682711,Bexar County,78209
College Station,2015,Third,1,$30,30.610983960160603,-96.3113724504182,Brazos County,77840
Enchanted Oaks,2015,Third,3,$245,32.2671830852446,-96.11348794300409,Henderson County,75156
La Porte,2016,First,3,$134,29.6757615772257,-95.0453287263255,Harris County,77571
Fredericksburg,2017,First,1,$225,30.2829201595754,-98.87995431499279,Gillespie County,78624
Tomball,2014,Second,3,$1100,30.056514246303397,-95.6022257582992,Harris County,77375
San Antonio,2017,First,1,$36,29.4648165379005,-98.36924841505041,Bexar County,78244
Clifton,2014,Third,Studio,$110,31.7410123990936,-97.5548768363965,Bosque County,76634
Katy,2015,Fourth,1,$27,29.828476425143197,-95.71421298742099,Harris County,77449
Katy,2016,Fourth,2,$120,29.7814991689722,-95.80381494321149,Harris County,77493
Lancaster,2017,First,1,$50,32.5870797206417,-96.7575427271874,Dallas County,75146
Irving,2017,First,1,$153,32.8650306390225,-96.93597623564258,Dallas County,75039
Montgomery,2013,Second,1,$51,30.397188224414897,-95.62525701218028,Montgomery County,77356
College Station,2014,Fourth,2,$200,30.5676021177286,-96.27863222533242,Brazos County,77845
New Braunfels,2015,Fourth,1,$305,29.7024733025358,-98.1248523269877,Comal County,78130
Wimberley,2015,Second,2,$200,29.9847313649173,-98.05302994977741,Hays County,
San Antonio,2016,First,1,$44,29.508239369145397,-98.4699189789674,Bexar County,78209
Canyon Lake,2017,Second,4,$549,29.847034046780895,-98.24314469476231,Comal County,78133
Austin,2016,Second,1,$79,30.3412881315236,-97.71560888119329,Travis County,78757
Whitney,2016,Second,2,$160,31.982370101372,-97.3693212112079,Hill County,76692
San Antonio,2017,Second,1,$25,29.5149461960362,-98.4311479141915,Bexar County,78217
Irving,2016,Fourth,3,$865,32.874604395002606,-96.9951028672945,Dallas County,75038
Conroe,2014,First,2,$119,30.282220003018104,-95.4595908808612,Montgomery County,77304
Dallas,2016,Fourth,1,$30,33.010642683042,-96.85681825686069,Denton County,75287
Selma,2016,Second,1,$19,29.582965533626698,-98.3263534788884,Bexar County,78154
San Antonio,2013,Fourth,1,$25,29.3984271568857,-98.6595372619756,Bexar County,78227
Austin,2015,Fourth,3,$179,30.403614365564398,-97.65176433694349,Travis County,78753
Marble Falls,2014,First,3,$271,30.552316950597,-98.2848240952751,Burnet County,78657
Humble,2015,Second,1,$35,30.071704427375103,-95.2028152811623,Harris County,77339
Denton,2016,First,1,$29,33.195987183438696,-97.1426387079792,Denton County,76205
College Station,2016,Third,6,$1500,30.610055167907,-96.3311186055125,Brazos County,77840
Fredericksburg,2014,Fourth,2,$160,30.168097033636197,-98.8194641331538,Gillespie County,
Schertz,2015,Third,3,$200,29.6190865870576,-98.24762682659441,Guadalupe County,78108
San Antonio,2015,Third,5,$250,29.3589538786031,-98.63560185984899,Bexar County,78242
Spring,2017,First,2,$100,30.121560928330396,-95.38303724610891,Montgomery County,77386
Comfort,2016,Fourth,1,$135,29.8917519027248,-98.9143205491369,Kendall County,78013
Canton,2016,Third,1,$145,32.474051983916695,-95.9036799604876,Van Zandt County,75103
Marble Falls,2014,First,2,$244,30.5509439620381,-98.28674252066358,Burnet County,76654
Fort Worth,2014,Third,1,$35,32.6715688621244,-97.3609875140863,Tarrant County,76133
The Woodlands,2017,First,3,$175,30.207181838070802,-95.4947167126177,Montgomery County,77384
Burnet,2017,First,2,$200,30.855456546034198,-98.3924786129156,Burnet County,78611
Fort Worth,2016,Fourth,1,$45,32.852706880755896,-97.23144021961892,Tarrant County,76180
Conroe,2016,Third,1,$185,30.251648421500303,-95.44243867818892,Montgomery County,77302
Fredericksburg,2015,Third,Studio,$119,30.2730870577805,-98.86352980654041,Gillespie County,78624
Gun Barrel City,2016,Fourth,3,$225,32.3175906721204,-96.163734128937,Henderson County,75156
San Antonio,2016,First,3,$267,29.5207619641655,-98.41298969025992,Bexar County,78217
San Antonio,2016,First,1,$40,29.6516153223307,-98.3778553633411,Bexar County,78261
Canton,2016,Third,1,$145,32.4768954280327,-95.9264612932766,Van Zandt County,75103
Bandera,2017,Second,2,$275,29.629110674233104,-98.9762610562225,Bandera County,78003
New Braunfels,2016,Third,Studio,$35,29.844136047011,-98.14057891753309,Comal County,78132
Corpus Christi,2016,Second,3,$225,27.616789596012698,-97.2990369055193,Nueces County,78418
Hutto,2014,Fourth,1,$28,30.5381238689744,-97.5513789134501,Williamson County,78634
San Antonio,2014,Second,1,$50,29.521772400976502,-98.44890961657529,Bexar County,78217
Crowley,2016,Fourth,1,$75,32.5781108535785,-97.3608412749441,Tarrant County,76036
Humble,2013,Third,1,$94,29.9858060578205,-95.19097920834909,Harris County,77346
Bryan,2016,Third,1,$125,30.6753454462676,-96.3783016866478,Brazos County,77803
Flower Mound,2016,Fourth,1,$45,33.0309347741292,-97.0753302692389,Denton County,75022
Fort Worth,2016,Second,1,$50,32.726588530543104,-97.2366934055184,Tarrant County,76112
Wimberley,2016,Fourth,1,$185,30.0198374821637,-98.119101969877,Hays County,78676
Ben Wheeler,2015,First,3,$150,32.4461161184723,-95.73611170162441,Van Zandt County,75754
New Braunfels,2015,Third,2,$374,29.7065618455911,-98.1280401292374,Comal County,78130
Dallas,2016,Second,1,$33,32.8933181190263,-96.8618881394887,Dallas County,75229
Denton,2015,Second,1,$68,33.2210862373131,-97.14102656265,Denton County,76201
Irving,2015,Third,4,$395,32.9419906406452,-96.9649686635161,Dallas County,75063
San Antonio,2017,First,1,$20,29.654576669959802,-98.3693087289377,Bexar County,78261
New Braunfels,2014,Third,4,$483,29.901922475864602,-98.1227863873417,Comal County,78132
New Ulm,2014,First,3,$145,29.887248879762502,-96.48834797035241,Austin County,77418
Aubrey,2016,Third,5,$141,33.2266535468821,-96.94020713976971,Denton County,
Schertz,2017,First,1,$30,29.5816873229039,-98.2692270586458,Guadalupe County,78154
Austin,2016,Second,1,$45,30.3557795143481,-97.61015161314421,Travis County,78754
New Braunfels,2015,Fourth,1,$237,29.703965770455298,-98.1243215363575,Comal County,78130
Tomball,2016,Fourth,3,$1300,30.0452358952718,-95.6062333696412,Harris County,77375
Fort Worth,2016,Third,1,$50,32.8399274866216,-97.2276569470882,Tarrant County,76180
Irving,2016,Fourth,3,$854,32.852681997129395,-96.9467499986551,Dallas County,75062
Port Aransas,2014,Fourth,2,$250,27.8207762929704,-97.069174819577,Nueces County,78373
Lampasas,2015,Fourth,2,$275,31.235442465509802,-98.1293500007646,Lampasas County,
San Antonio,2015,First,1,$65,29.4825610899267,-98.46794011476271,Bexar County,78209
Austin,2014,Third,Studio,$115,30.3067001897891,-97.72983160427641,Travis County,78751
Irving,2017,First,1,$60,32.909261837463106,-96.98817614179029,Dallas County,75063
Corpus Christi,2014,Second,1,$175,27.826411888013002,-97.384715743011,Nueces County,78402
San Antonio,2017,First,1,$45,29.4406112957736,-98.45244233977141,Bexar County,78208
Waxahachie,2017,First,1,$45,32.3492464737064,-96.7843490847825,Ellis County,75165
Corpus Christi,2017,First,3,$380,27.627598918572502,-97.2336760931954,Nueces County,78418
Austin,2016,Third,3,$295,30.370116207395302,-97.6636012757886,Travis County,78754
Killeen,2015,Third,1,$79,31.0733920710114,-97.6945148146557,Bell County,76542
Irving,2015,Second,3,$275,32.8641016055649,-96.9989210796452,Dallas County,75038
San Antonio,2016,Second,1,$95,29.459847079029398,-98.4615914333807,Bexar County,78209
Austin,2015,Second,1,$112,30.3041277982884,-97.6783034381677,Travis County,78723
Austin,2014,Second,2,$199,30.4165041392608,-97.8894262941448,Travis County,78732
San Antonio,2014,Second,1,$90,29.4577464593191,-98.46382149760142,Bexar County,78209
Aransas Pass,2017,Second,2,$110,27.8842848851479,-97.1686370311025,San Patricio County,78336
Pflugerville,2015,Fourth,1,$40,30.4871110155959,-97.5676464310705,Travis County,
Austin,2015,First,1,$99,30.3333328266336,-97.7367752108877,Travis County,78756
Corpus Christi,2016,Second,1,$103,27.614186595630198,-97.2232439024204,Nueces County,78418
Euless,2017,First,1,$85,32.8397478373571,-97.0672720865232,Tarrant County,76155
Round Rock,2016,Third,1,$50,30.528858348156902,-97.6059195647702,Williamson County,78664
San Antonio,2016,Fourth,1,$29,29.5025192067206,-98.39393796278351,Bexar County,78218
Conroe,2015,First,3,$1100,30.2030376251683,-95.444694829276,Montgomery County,77385
Denton,2014,First,2,$120,33.2214549350593,-97.13225376744221,Denton County,76201
Spring,2015,First,1,$75,30.1496929843299,-95.3845563802877,Montgomery County,77386
San Antonio,2015,Second,1,$33,29.519805353909,-98.4552272045355,Bexar County,78217
San Antonio,2015,Second,1,$27,29.520636801111397,-98.45363753404881,Bexar County,78217
Irving,2017,Second,1,$135,32.8642296479606,-96.93457616037821,Dallas County,75039
Houston,2014,Third,1,$109,29.966542198021102,-95.5461620326236,Harris County,77070
Austin,2016,First,1,$29,30.4595074424882,-97.6822672880709,Travis County,78728
Cibolo,2017,Second,2,$105,29.6064055765767,-98.2334662146818,Guadalupe County,78108
Cat Spring,2016,Third,1,$150,29.809236126704196,-96.44284611795759,Colorado County,
Willis,2015,Third,4,$295,30.468146905879802,-95.56637789408579,Montgomery County,77318
Corpus Christi,2015,Second,1,$85,27.7734756127371,-97.3938642425421,Nueces County,78404
San Antonio,2016,Second,3,$100,29.4924370771844,-98.4531811394046,Bexar County,78209
Schertz,2017,First,2,$55,29.6251618834758,-98.2231796059474,Guadalupe County,78108
Gatesville,2017,Second,2,$195,31.3722932074866,-97.9056512521193,Coryell County,76528
Kemp,2016,Fourth,2,$99,32.3863077386966,-96.1643903263566,Kaufman County,75143
Pflugerville,2017,First,2,$225,30.4787994083914,-97.6301727970099,Travis County,78664
Palestine,2016,Second,1,$45,32.0230586514485,-95.76092471236919,Anderson County,
Euless,2017,Second,6,$850,32.8648833477544,-97.09101110607979,Tarrant County,76039
Euless,2016,Third,1,$37,32.8531412847535,-97.073381542399,Tarrant County,76039
Concan,2014,First,5,$750,29.529377229309002,-99.68893498939951,Uvalde County,
Pflugerville,2015,Third,1,$100,30.448855094046998,-97.6523099382867,Travis County,78660
Elgin,2013,Fourth,2,$82,30.3149631393961,-97.4337597279002,Travis County,78621
Fort Worth,2015,Third,1,$60,32.7819734541847,-97.3166422925317,Tarrant County,76111
Irving,2016,Third,1,$50,32.8620004367745,-96.97949791783329,Dallas County,75038
Montgomery,2014,Third,2,$91,30.408046781517,-95.63748340485571,Montgomery County,77356
Red Oak,2014,Fourth,1,$32,32.511997945038,-96.8165466112101,Ellis County,75154
Carrollton,2015,Fourth,3,$300,33.0241120901784,-96.9305437459153,Denton County,75010
Conroe,2016,First,3,$178,30.202206433077002,-95.44071618880889,Montgomery County,77385
Denton,2013,First,3,$125,33.233490646206,-97.13261908636998,Denton County,76209
San Antonio,2014,Third,1,$65,29.495860811689703,-98.4411707855423,Bexar County,78209
San Antonio,2015,Third,2,$47,29.560619146982898,-98.35683331508459,Bexar County,78233
Port Aransas,2014,Fourth,2,$203,27.8176171615752,-97.0690581248975,Nueces County,78373
Conroe,2016,Third,2,$101,30.2246015243711,-95.46072479866208,Montgomery County,77384
Round Rock,2016,Third,1,$50,30.5541271628697,-97.5947032061422,Williamson County,78634
Irving,2015,Fourth,1,$34,32.8493453287258,-96.99831369337922,Dallas County,75062
Willis,2015,Second,2,$125,30.402227961276697,-95.5670912604366,Montgomery County,77318
Bryan,2015,Fourth,3,$575,30.6684319968825,-96.34127919521049,Brazos County,77802
San Antonio,2016,First,1,$85,29.5094585400109,-98.4705561731312,Bexar County,78209
Corpus Christi,2013,Fourth,1,$110,27.68261793177,-97.29734194378841,Nueces County,78418
Fort Worth,2015,Third,1,$11,32.8498854579313,-97.2135145453473,Tarrant County,76180
Irving,2015,Fourth,1,$34,32.8493453287258,-96.99831369337922,Dallas County,75062
San Antonio,2015,Third,1,$65,29.5957621836237,-98.4499115047901,Bexar County,78232
San Antonio,2016,Second,3,$111,29.510885204159102,-98.4711620555993,Bexar County,78209
Austin,2016,Second,4,$228,30.3682775365524,-97.65096889504991,Travis County,78754
San Antonio,2016,Second,2,$65,29.5761229635175,-98.4383318381285,Bexar County,78247
Willis,2016,First,3,$390,30.451481960610398,-95.45097589344759,Montgomery County,77378
Denton,2016,Third,1,$70,33.2128571108979,-97.163978490763,Denton County,76201
Enchanted Oaks,2015,Third,3,$245,32.2671830852446,-96.11348794300409,Henderson County,75156
San Antonio,2016,Second,2,$180,29.4950470768785,-98.4784797098143,Bexar County,78209
New Braunfels,2016,First,2,$287,29.703369244292897,-98.116141037061,Comal County,78130
Carrollton,2016,Second,1,$200,33.01757657963061,-96.9225974994347,Denton County,75007
Carrollton,2016,First,1,$25,32.968333085199,-96.86475935936008,Dallas County,75006
Irving,2016,Second,1,$36,32.929011547806,-96.96689478248041,Dallas County,75063
Fort Worth,2015,Second,1,$133,32.7957715055881,-97.1885377540555,Tarrant County,76118
Dallas,2017,Second,2,$145,32.8761274894432,-96.7573910042892,Dallas County,75231
Dallas,2015,Third,1,$48,32.962303716410496,-96.7691045187825,Dallas County,75248
Tomball,2017,First,4,$1500,30.079527880450897,-95.5599356976487,Harris County,77375
Killeen,2013,Fourth,2,$72,31.0894415424055,-97.7940832913261,Bell County,76549
Killeen,2016,First,2,$89,31.087386894172603,-97.7887300634895,Bell County,76549
Corpus Christi,2017,First,2,$255,27.828190838283895,-97.38305052933609,Nueces County,78402
Irving,2016,Second,1,$38,32.893095911459795,-96.9664398765959,Dallas County,75039
Denton,2015,Fourth,1,$50,33.142777967913105,-97.11351915476601,Denton County,76210
Denton,2016,Fourth,1,$65,33.165056655412606,-97.103798074055,Denton County,76210
Bryan,2016,First,4,$295,30.635186626625,-96.3327882243155,Brazos County,77840
Dallas,2016,Second,1,$40,32.8485397518944,-96.7626645637862,Dallas County,75206
Comfort,2015,Fourth,1,$158,29.9654562756928,-98.9066837415576,Kendall County,78013
Irving,2016,First,1,$45,32.926819797827804,-96.95016619505871,Dallas County,75063
Midlothian,2017,First,1,$49,32.418552979865,-96.99923438063992,Ellis County,
Round Rock,2016,Second,2,$80,30.487553795971102,-97.6525304922966,Williamson County,78664
New Braunfels,2017,Second,2,$355,29.7024165350354,-98.1184745763283,Comal County,78130
San Antonio,2017,First,1,$32,29.4660166663082,-98.36840028814458,Bexar County,78244
Austin,2016,Fourth,1,$60,30.372238379324198,-97.6508919252584,Travis County,78754
San Antonio,2016,Second,1,$38,29.4829762367473,-98.40919581315892,Bexar County,78218
Killeen,2016,Fourth,1,$20,31.1073466078653,-97.739293999365,Bell County,76541
Irving,2017,Second,1,$37,32.8466011385715,-97.0007516210537,Dallas County,75062
San Antonio,2015,Third,1,$23,29.559726015332604,-98.3541280085463,Bexar County,78233
Little Elm,2013,Second,4,$129,33.169729852968004,-96.928267361691,Denton County,75068
Corpus Christi,2013,First,1,$99,27.8263727135321,-97.3846316314387,Nueces County,78402
San Antonio,2014,Third,1,$65,29.494576670247397,-98.44106367426892,Bexar County,78209
Dallas,2014,Third,2,$147,32.814897879267505,-96.81252055345249,Dallas County,75219
Irving,2015,Third,1,$20,32.8475026035379,-96.9714482596319,Dallas County,75062
Irving,2016,Fourth,1,$32,32.8094504989326,-96.97008390807241,Dallas County,75060
San Antonio,2016,Third,5,$450,29.516052765485398,-98.43504460673451,Bexar County,78217
Comfort,2016,First,1,$150,29.9672940161688,-98.908943732094,Kendall County,78013
Conroe,2014,First,2,$109,30.2818595679045,-95.4608029397761,Montgomery County,77304
San Antonio,2016,Fourth,3,$120,29.5926833357159,-98.39149970036779,Bexar County,78247
The Woodlands,2017,First,1,$107,30.1712096174972,-95.4728366756753,Montgomery County,77380
Irving,2015,Fourth,1,$25,32.8507218833023,-96.9872510716437,Dallas County,75062
Irving,2014,Third,1,$150,32.903894421409895,-96.9418313471369,Dallas County,75039
San Antonio,2015,Second,1,$60,29.527519961360603,-98.4104585812195,Bexar County,78217
Spring,2016,Third,4,$149,30.120796125539798,-95.50445883181509,Harris County,77389
Mabank,2013,Third,Studio,$90,32.393369555838596,-96.0478815177781,Van Zandt County,75147
The Woodlands,2017,Second,1,$100,30.1563877526958,-95.46209831574622,Montgomery County,77380
Corpus Christi,2016,Second,1,$19,27.7265413673705,-97.40369628796059,Nueces County,78415
Austin,2015,First,1,$325,30.3077136754186,-97.9192163898756,Travis County,78738
Spring,2017,First,1,$44,30.0818252869014,-95.3865187764349,Harris County,77373
Sabinal,2016,Fourth,1,$250,29.5290222501142,-99.7000467429732,Uvalde County,78838
Corpus Christi,2016,Second,1,$175,27.8265631297915,-97.3845127502363,Nueces County,78402
Austin,2015,First,1,$70,30.2516200333287,-97.7448973177494,Travis County,78704
Corpus Christi,2017,Second,Studio,$172,27.826214502968103,-97.38429530233509,Nueces County,7156
Austin,2014,Second,1,$35,30.357762985454197,-97.69787104852459,Travis County,78753
Port Aransas,2013,Second,Studio,$250,27.8109899373558,-97.07134206867609,Nueces County,78373
Fort Worth,2016,Third,1,$37,32.8704632581206,-97.30744196677391,Tarrant County,76137
Houston,2016,First,1,$30,29.980310845040805,-95.5045862806513,Harris County,77066
San Antonio,2016,Fourth,1,$75,29.5026867823665,-98.3490580593058,Bexar County,78239
Coppell,2015,Fourth,5,$450,32.9597019850763,-96.9652613446092,Dallas County,75019
Florence,2015,First,2,$500,30.8423095777036,-97.8153616060405,Williamson County,76527
The Woodlands,2017,First,2,$50,30.1314934140877,-95.4621274152932,Montgomery County,77380
Eustace,2016,Second,2,$100,32.3756661586947,-95.8801242080711,Van Zandt County,
Fort Worth,2016,Second,3,$100,32.7411086544841,-97.1856536774603,Tarrant County,76112
Irving,2014,Fourth,2,$85,32.8023974628001,-96.9268178132674,Dallas County,75060
Austin,2016,First,1,$39,30.393650799956102,-97.70408028839192,Travis County,78758
Tomball,2015,Fourth,5,$200,30.0737549596025,-95.58245312690391,Harris County,77375
Comfort,2015,First,1,$159,29.969304558457697,-98.9089645856962,Kendall County,78013
Irving,2015,Third,1,$59,32.871495852414,-96.94812376770442,Dallas County,75038
Corpus Christi,2016,First,2,$189,27.6148694891291,-97.2973589200651,Nueces County,78418
Austin,2016,First,3,$125,30.373790605141696,-97.6600613568195,Travis County,78754
Irving,2014,Fourth,1,$41,32.9239328172783,-96.956045478214,Dallas County,75063
Willis,2015,Third,1,$180,30.400318277306102,-95.5687781175786,Montgomery County,77318
Schertz,2015,Third,4,$105,29.5596787172581,-98.2579710251252,Guadalupe County,78154
Irving,2015,Third,1,$57,32.8631333565692,-96.9337979233823,Dallas County,75039
Port Aransas,2015,Second,1,$150,27.8316474128871,-97.0632575735227,Nueces County,78373
Corpus Christi,2016,Second,1,$55,27.7257165656442,-97.36533677192391,Nueces County,78412
Pflugerville,2015,Fourth,1,$150,30.460046895012997,-97.6564150615974,Travis County,78682
San Antonio,2016,Second,1,$36,29.521258166479395,-98.4505223488055,Bexar County,78217
Canton,2016,Fourth,1,$100,32.406608949081104,-95.8630930440905,Van Zandt County,
McDade,2015,Fourth,1,$135,30.303149739119394,-97.1865834544769,Bastrop County,78650
Bryan,2015,Second,4,$400,30.629788213157102,-96.35068775249029,Brazos County,77801
Port Aransas,2015,Second,1,$225,27.819379329376996,-97.06767146135071,Nueces County,78373
Aubrey,2016,Third,1,$199,33.2422523986201,-96.9638433055255,Denton County,76227
Dallas,2015,Third,1,$79,32.8369644247648,-96.77333101249751,Dallas County,75206
Coppell,2017,First,2,$120,32.9591849418803,-96.9986790785339,Dallas County,75019
League City,2017,Second,1,$60,29.5333599118288,-95.0727864182558,Galveston County,77573
